"","control","treatment","variance","levels","groups","sampled_numbers","repeats","diff","label"
"333",2.92307692307692,3.05882352941176,2,5,2,30,100,0.135746606334842,"rand"
"334",2.84615384615385,2.70588235294118,1.56436781609195,5,2,30,100,0.14027149321267,"rand"
"335",3.38461538461538,2.52941176470588,1.40344827586207,5,2,30,100,0.855203619909502,"rand"
"336",3.23076923076923,3.11764705882353,1.86781609195402,5,2,30,100,0.113122171945701,"rand"
"337",3,3.11764705882353,2.34022988505747,5,2,30,100,0.117647058823529,"rand"
"338",2.61538461538462,2.88235294117647,1.63333333333333,5,2,30,100,0.266968325791855,"rand"
"339",2.84615384615385,2.88235294117647,2.05057471264368,5,2,30,100,0.0361990950226243,"rand"
"340",3.15384615384615,2.70588235294118,1.9551724137931,5,2,30,100,0.447963800904977,"rand"
"341",3.38461538461538,3.05882352941176,2.37241379310345,5,2,30,100,0.32579185520362,"rand"
"342",2.92307692307692,2.35294117647059,2.11034482758621,5,2,30,100,0.570135746606335,"rand"
"343",3.15384615384615,2.94117647058824,1.75747126436782,5,2,30,100,0.212669683257918,"rand"
"344",3,2.82352941176471,1.9551724137931,5,2,30,100,0.176470588235294,"rand"
"345",3.23076923076923,3.05882352941176,1.42988505747126,5,2,30,100,0.171945701357466,"rand"
"346",2.23076923076923,2.58823529411765,2.18505747126437,5,2,30,100,0.357466063348416,"rand"
"347",3.07692307692308,2.76470588235294,2.16206896551724,5,2,30,100,0.312217194570136,"rand"
"348",3.53846153846154,3.29411764705882,1.76551724137931,5,2,30,100,0.244343891402715,"rand"
"349",2.76923076923077,3.17647058823529,2.13793103448276,5,2,30,100,0.407239819004525,"rand"
"350",3.76923076923077,3.23529411764706,2.18850574712644,5,2,30,100,0.53393665158371,"rand"
"351",3.15384615384615,2.82352941176471,1.55057471264368,5,2,30,100,0.330316742081448,"rand"
"352",3.38461538461538,2.76470588235294,1.75747126436782,5,2,30,100,0.619909502262443,"rand"
"353",3,2.35294117647059,2.10229885057471,5,2,30,100,0.647058823529412,"rand"
"354",3.07692307692308,3.11764705882353,1.9551724137931,5,2,30,100,0.0407239819004523,"rand"
"355",2.92307692307692,3.35294117647059,2.48850574712644,5,2,30,100,0.429864253393665,"rand"
"356",2.92307692307692,2.88235294117647,1.67931034482759,5,2,30,100,0.0407239819004523,"rand"
"357",3.76923076923077,2.94117647058824,2.14827586206897,5,2,30,100,0.828054298642534,"rand"
"358",2.76923076923077,3.41176470588235,2.60229885057471,5,2,30,100,0.642533936651584,"rand"
"359",3.15384615384615,3.64705882352941,2.39195402298851,5,2,30,100,0.493212669683258,"rand"
"360",2.69230769230769,3.11764705882353,1.78850574712644,5,2,30,100,0.425339366515837,"rand"
"361",3,3.58823529411765,1.88505747126437,5,2,30,100,0.588235294117647,"rand"
"362",2.92307692307692,3.47058823529412,1.77126436781609,5,2,30,100,0.547511312217195,"rand"
"363",2.69230769230769,3,1.9816091954023,5,2,30,100,0.307692307692307,"rand"
"364",3.61538461538462,2.64705882352941,1.85747126436782,5,2,30,100,0.968325791855204,"rand"
"365",2.92307692307692,2.70588235294118,2.02758620689655,5,2,30,100,0.217194570135746,"rand"
"366",2.53846153846154,2.76470588235294,1.74712643678161,5,2,30,100,0.226244343891403,"rand"
"367",2.46153846153846,2.52941176470588,1.70689655172414,5,2,30,100,0.0678733031674206,"rand"
"368",3,3.23529411764706,1.91264367816092,5,2,30,100,0.235294117647059,"rand"
"369",3.23076923076923,3.05882352941176,2.74022988505747,5,2,30,100,0.171945701357466,"rand"
"370",2.46153846153846,3.11764705882353,2.07471264367816,5,2,30,100,0.656108597285068,"rand"
"371",3,3.58823529411765,1.88505747126437,5,2,30,100,0.588235294117647,"rand"
"372",2.23076923076923,2.94117647058824,1.96436781609195,5,2,30,100,0.710407239819005,"rand"
"373",3.53846153846154,2.82352941176471,2.39540229885057,5,2,30,100,0.714932126696832,"rand"
"374",2.61538461538462,2.94117647058824,2.02758620689655,5,2,30,100,0.32579185520362,"rand"
"375",3.07692307692308,3.17647058823529,2.46436781609195,5,2,30,100,0.0995475113122168,"rand"
"376",2.53846153846154,3.29411764705882,2.44712643678161,5,2,30,100,0.755656108597285,"rand"
"377",3.15384615384615,3.05882352941176,2.02413793103448,5,2,30,100,0.0950226244343892,"rand"
"378",3.07692307692308,2.82352941176471,1.85747126436782,5,2,30,100,0.253393665158371,"rand"
"379",3,2.82352941176471,1.67931034482759,5,2,30,100,0.176470588235294,"rand"
"380",3.07692307692308,3.05882352941176,2.13333333333333,5,2,30,100,0.0180995475113126,"rand"
"381",2.84615384615385,3.41176470588235,1.86781609195402,5,2,30,100,0.565610859728507,"rand"
"382",2.69230769230769,2.76470588235294,2.20229885057471,5,2,30,100,0.0723981900452486,"rand"
"383",2.38461538461538,2.52941176470588,1.84367816091954,5,2,30,100,0.144796380090498,"rand"
"384",2.76923076923077,3.70588235294118,1.59655172413793,5,2,30,100,0.936651583710407,"rand"
"385",3.46153846153846,3.41176470588235,2.11609195402299,5,2,30,100,0.0497737556561089,"rand"
"386",3.07692307692308,2.23529411764706,1.69655172413793,5,2,30,100,0.841628959276018,"rand"
"387",3.30769230769231,2.82352941176471,2.17126436781609,5,2,30,100,0.484162895927601,"rand"
"388",2.84615384615385,2.82352941176471,1.79885057471264,5,2,30,100,0.0226244343891402,"rand"
"389",2.69230769230769,3.05882352941176,2.23103448275862,5,2,30,100,0.366515837104072,"rand"
"390",3.23076923076923,2.70588235294118,2.54712643678161,5,2,30,100,0.524886877828054,"rand"
"391",2.92307692307692,3.52941176470588,2.40919540229885,5,2,30,100,0.606334841628959,"rand"
"392",3.30769230769231,2.58823529411765,2.23103448275862,5,2,30,100,0.71945701357466,"rand"
"393",3.07692307692308,3.05882352941176,1.85747126436782,5,2,30,100,0.0180995475113126,"rand"
"394",3.76923076923077,2.82352941176471,2.11609195402299,5,2,30,100,0.945701357466063,"rand"
"395",3.23076923076923,3.35294117647059,1.45862068965517,5,2,30,100,0.122171945701357,"rand"
"396",3.30769230769231,2.70588235294118,2.17126436781609,5,2,30,100,0.601809954751131,"rand"
"397",2.53846153846154,3.70588235294118,2.23448275862069,5,2,30,100,1.16742081447964,"rand"
"398",3.30769230769231,3.05882352941176,1.52298850574713,5,2,30,100,0.248868778280543,"rand"
"399",2.69230769230769,2.70588235294118,2.56206896551724,5,2,30,100,0.0135746606334841,"rand"
"400",2.84615384615385,2.82352941176471,2.41954022988506,5,2,30,100,0.0226244343891402,"rand"
"401",3.25,3.5,1.86059743954481,5,2,38,100,0.25,"rand"
"402",3.05,2.44444444444444,1.8072546230441,5,2,38,100,0.605555555555555,"rand"
"403",2.7,3.33333333333333,2.10810810810811,5,2,38,100,0.633333333333333,"rand"
"404",2.75,3.33333333333333,1.97226173541963,5,2,38,100,0.583333333333333,"rand"
"405",2.9,3.05555555555556,1.32361308677098,5,2,38,100,0.155555555555555,"rand"
"406",3,3.05555555555556,1.75604551920341,5,2,38,100,0.0555555555555554,"rand"
"407",3.15,3.33333333333333,1.86130867709815,5,2,38,100,0.183333333333334,"rand"
"408",3.05,2.11111111111111,2.35348506401138,5,2,38,100,0.938888888888889,"rand"
"409",2.95,3.05555555555556,2.16216216216216,5,2,38,100,0.105555555555555,"rand"
"410",3.3,2.61111111111111,1.91820768136558,5,2,38,100,0.688888888888889,"rand"
"411",3.1,2.44444444444444,2.06258890469417,5,2,38,100,0.655555555555555,"rand"
"412",2.8,2.83333333333333,1.93812233285918,5,2,38,100,0.0333333333333337,"rand"
"413",2.85,3.33333333333333,2.12873399715505,5,2,38,100,0.483333333333333,"rand"
"414",2.65,2.88888888888889,2.13157894736842,5,2,38,100,0.238888888888889,"rand"
"415",3.1,3.44444444444444,2.03698435277383,5,2,38,100,0.344444444444445,"rand"
"416",3.05,3.22222222222222,2.38762446657184,5,2,38,100,0.172222222222222,"rand"
"417",3.35,3.05555555555556,2.17069701280228,5,2,38,100,0.294444444444445,"rand"
"418",3.35,2.88888888888889,2.17140825035562,5,2,38,100,0.461111111111111,"rand"
"419",2.95,2.33333333333333,1.74466571834993,5,2,38,100,0.616666666666667,"rand"
"420",2.75,3.38888888888889,2.32147937411095,5,2,38,100,0.638888888888889,"rand"
"421",3.15,3,1.96657183499289,5,2,38,100,0.15,"rand"
"422",3,2.61111111111111,1.6678520625889,5,2,38,100,0.388888888888889,"rand"
"423",2.65,2.94444444444444,2.06258890469417,5,2,38,100,0.294444444444445,"rand"
"424",3.1,3.38888888888889,2.18563300142248,5,2,38,100,0.288888888888889,"rand"
"425",2.9,3.16666666666667,1.97226173541963,5,2,38,100,0.266666666666667,"rand"
"426",2.95,3.05555555555556,2.05405405405405,5,2,38,100,0.105555555555555,"rand"
"427",2.95,2.61111111111111,1.52204836415363,5,2,38,100,0.338888888888889,"rand"
"428",2.85,3,1.4800853485064,5,2,38,100,0.15,"rand"
"429",3.2,2.72222222222222,2.35064011379801,5,2,38,100,0.477777777777778,"rand"
"430",2.8,3.22222222222222,1.72972972972973,5,2,38,100,0.422222222222222,"rand"
"431",3.2,2.66666666666667,1.83499288762447,5,2,38,100,0.533333333333334,"rand"
"432",2.6,3.44444444444444,2.27027027027027,5,2,38,100,0.844444444444445,"rand"
"433",2.85,2.61111111111111,2.19914651493599,5,2,38,100,0.238888888888889,"rand"
"434",2.85,3.27777777777778,1.94310099573257,5,2,38,100,0.427777777777778,"rand"
"435",2.5,3.38888888888889,1.96657183499289,5,2,38,100,0.888888888888889,"rand"
"436",2.7,2.66666666666667,1.68136557610242,5,2,38,100,0.0333333333333337,"rand"
"437",2.95,2.61111111111111,2.11664295874822,5,2,38,100,0.338888888888889,"rand"
"438",2.95,3.66666666666667,1.9950213371266,5,2,38,100,0.716666666666666,"rand"
"439",3.4,3,2.06258890469417,5,2,38,100,0.4,"rand"
"440",3.3,3.27777777777778,1.88691322901849,5,2,38,100,0.0222222222222221,"rand"
"441",2.85,3,1.69630156472262,5,2,38,100,0.15,"rand"
"442",2.85,2.66666666666667,2.13157894736842,5,2,38,100,0.183333333333334,"rand"
"443",3.4,2.66666666666667,1.99715504978663,5,2,38,100,0.733333333333333,"rand"
"444",3.05,3.05555555555556,2.2674253200569,5,2,38,100,0.00555555555555554,"rand"
"445",3.15,3.33333333333333,1.96941678520626,5,2,38,100,0.183333333333334,"rand"
"446",2.75,3.33333333333333,2.72901849217639,5,2,38,100,0.583333333333333,"rand"
"447",2.95,3.61111111111111,1.98293029871977,5,2,38,100,0.661111111111111,"rand"
"448",3.1,3.44444444444444,1.82076813655761,5,2,38,100,0.344444444444445,"rand"
"449",3.15,3.5,1.73541963015647,5,2,38,100,0.35,"rand"
"450",2.9,3,2.05120910384068,5,2,38,100,0.1,"rand"
"451",3.1,2.61111111111111,1.84708392603129,5,2,38,100,0.488888888888889,"rand"
"452",3.2,2.27777777777778,1.75320056899004,5,2,38,100,0.922222222222222,"rand"
"453",2.95,2.16666666666667,1.87197724039829,5,2,38,100,0.783333333333334,"rand"
"454",2.7,3.38888888888889,2.13442389758179,5,2,38,100,0.688888888888889,"rand"
"455",3.4,2.94444444444444,2.37055476529161,5,2,38,100,0.455555555555555,"rand"
"456",3.1,2.94444444444444,2.08036984352774,5,2,38,100,0.155555555555555,"rand"
"457",2.6,3.16666666666667,2.11735419630156,5,2,38,100,0.566666666666666,"rand"
"458",2.85,3.5,2.29871977240398,5,2,38,100,0.65,"rand"
"459",2.6,2.83333333333333,2.15718349928876,5,2,38,100,0.233333333333333,"rand"
"460",3.35,2.72222222222222,2.42958748221906,5,2,38,100,0.627777777777778,"rand"
"461",2.9,3.27777777777778,2.02062588904694,5,2,38,100,0.377777777777778,"rand"
"462",2.7,3.16666666666667,1.91251778093883,5,2,38,100,0.466666666666666,"rand"
"463",2.9,2.77777777777778,1.70412517780939,5,2,38,100,0.122222222222222,"rand"
"464",3.35,3.22222222222222,1.83285917496444,5,2,38,100,0.127777777777778,"rand"
"465",2.55,2.61111111111111,2.25035561877667,5,2,38,100,0.0611111111111113,"rand"
"466",3.05,3.11111111111111,1.80440967283073,5,2,38,100,0.0611111111111113,"rand"
"467",3.35,3.27777777777778,1.95163584637269,5,2,38,100,0.0722222222222224,"rand"
"468",2.75,2.5,1.91465149359886,5,2,38,100,0.25,"rand"
"469",3.5,2.5,1.97226173541963,5,2,38,100,1,"rand"
"470",3.15,2.72222222222222,2.21337126600285,5,2,38,100,0.427777777777778,"rand"
"471",2.75,2.72222222222222,2.14509246088193,5,2,38,100,0.0277777777777777,"rand"
"472",3.55,3.27777777777778,2.14224751066856,5,2,38,100,0.272222222222222,"rand"
"473",2.95,2.55555555555556,1.8072546230441,5,2,38,100,0.394444444444445,"rand"
"474",2.85,3.55555555555556,2.15433854907539,5,2,38,100,0.705555555555555,"rand"
"475",3,3.66666666666667,1.73541963015647,5,2,38,100,0.666666666666667,"rand"
"476",3.2,2.94444444444444,2.12873399715505,5,2,38,100,0.255555555555556,"rand"
"477",3.35,3.05555555555556,2.00853485064011,5,2,38,100,0.294444444444445,"rand"
"478",3.05,2.55555555555556,2.15433854907539,5,2,38,100,0.494444444444444,"rand"
"479",2.55,3.11111111111111,2.42460881934566,5,2,38,100,0.561111111111111,"rand"
"480",3.35,3.11111111111111,2.18563300142248,5,2,38,100,0.238888888888889,"rand"
"481",3,3.38888888888889,2.04623044096728,5,2,38,100,0.388888888888889,"rand"
"482",2.8,3,2.31294452347084,5,2,38,100,0.2,"rand"
"483",3.15,2.94444444444444,1.94310099573257,5,2,38,100,0.205555555555555,"rand"
"484",2.75,2.72222222222222,1.92887624466572,5,2,38,100,0.0277777777777777,"rand"
"485",2.85,3.44444444444444,1.90113798008535,5,2,38,100,0.594444444444445,"rand"
"486",3.4,3.16666666666667,1.9950213371266,5,2,38,100,0.233333333333333,"rand"
"487",2.75,2.61111111111111,2.38406827880512,5,2,38,100,0.138888888888889,"rand"
"488",3.1,3.22222222222222,1.97439544807966,5,2,38,100,0.122222222222222,"rand"
"489",3.9,3,1.71550497866287,5,2,38,100,0.9,"rand"
"490",3.2,2.44444444444444,2.08250355618777,5,2,38,100,0.755555555555556,"rand"
"491",2.65,2.33333333333333,1.71621621621622,5,2,38,100,0.316666666666666,"rand"
"492",3.05,3.11111111111111,2.12873399715505,5,2,38,100,0.0611111111111113,"rand"
"493",2.9,3,2.05120910384068,5,2,38,100,0.1,"rand"
"494",3.8,3.11111111111111,1.71550497866287,5,2,38,100,0.688888888888889,"rand"
"495",2.9,3.38888888888889,2.11735419630156,5,2,38,100,0.488888888888889,"rand"
"496",2.6,3.33333333333333,1.5647226173542,5,2,38,100,0.733333333333333,"rand"
"497",2.9,3.61111111111111,2.34779516358464,5,2,38,100,0.711111111111111,"rand"
"498",2.95,2.83333333333333,2.36699857752489,5,2,38,100,0.116666666666667,"rand"
"499",2.6,3,2.65718349928876,5,2,38,100,0.4,"rand"
"500",3.75,2.55555555555556,2.64082503556188,5,2,38,100,1.19444444444444,"rand"
"501",2.52631578947368,3.51851851851852,1.96570048309179,5,2,46,100,0.992202729044835,"rand"
"502",3.42105263157895,2.66666666666667,1.97729468599034,5,2,46,100,0.754385964912281,"rand"
"503",3.31578947368421,2.96296296296296,1.92125603864734,5,2,46,100,0.352826510721248,"rand"
"504",2.57894736842105,3.03703703703704,1.50966183574879,5,2,46,100,0.458089668615985,"rand"
"505",3.47368421052632,2.92592592592593,1.73188405797101,5,2,46,100,0.54775828460039,"rand"
"506",2.78947368421053,3.14814814814815,2,5,2,46,100,0.358674463937622,"rand"
"507",2.47368421052632,3,2.26280193236715,5,2,46,100,0.526315789473684,"rand"
"508",2.73684210526316,3.03703703703704,2.21449275362319,5,2,46,100,0.300194931773879,"rand"
"509",2.73684210526316,3.11111111111111,1.86473429951691,5,2,46,100,0.374269005847953,"rand"
"510",2.89473684210526,2.7037037037037,2.08502415458937,5,2,46,100,0.19103313840156,"rand"
"511",2.63157894736842,3.07407407407407,2.05458937198068,5,2,46,100,0.442495126705653,"rand"
"512",2.57894736842105,3.44444444444444,2.25893719806763,5,2,46,100,0.865497076023392,"rand"
"513",2.89473684210526,3.55555555555556,1.94057971014493,5,2,46,100,0.660818713450292,"rand"
"514",3,3.25925925925926,2.30966183574879,5,2,46,100,0.259259259259259,"rand"
"515",3.05263157894737,3.07407407407407,2.10676328502415,5,2,46,100,0.0214424951267054,"rand"
"516",2.94736842105263,2.92592592592593,2.01787439613527,5,2,46,100,0.0214424951267054,"rand"
"517",2.63157894736842,3.14814814814815,2.10676328502415,5,2,46,100,0.516569200779727,"rand"
"518",2.89473684210526,2.74074074074074,1.89420289855072,5,2,46,100,0.153996101364522,"rand"
"519",2.68421052631579,2.96296296296296,1.90966183574879,5,2,46,100,0.278752436647173,"rand"
"520",3.52631578947368,3,2.04057971014493,5,2,46,100,0.526315789473684,"rand"
"521",3.05263157894737,2.92592592592593,2.06618357487923,5,2,46,100,0.126705653021443,"rand"
"522",2.94736842105263,2.85185185185185,1.8768115942029,5,2,46,100,0.0955165692007798,"rand"
"523",3,2.92592592592593,1.42028985507246,5,2,46,100,0.074074074074074,"rand"
"524",2.78947368421053,3,2.17004830917874,5,2,46,100,0.210526315789474,"rand"
"525",2.63157894736842,3.25925925925926,1.82222222222222,5,2,46,100,0.627680311890838,"rand"
"526",2.84210526315789,2.81481481481481,1.83574879227053,5,2,46,100,0.0272904483430798,"rand"
"527",3.05263157894737,2.85185185185185,2.41787439613527,5,2,46,100,0.200779727095517,"rand"
"528",2.68421052631579,3.22222222222222,2,5,2,46,100,0.538011695906433,"rand"
"529",3.15789473684211,2.81481481481481,1.77584541062802,5,2,46,100,0.34307992202729,"rand"
"530",3,2.44444444444444,1.95797101449275,5,2,46,100,0.555555555555555,"rand"
"531",2.47368421052632,3.33333333333333,2.06618357487923,5,2,46,100,0.859649122807018,"rand"
"532",2.63157894736842,3.59259259259259,2.02753623188406,5,2,46,100,0.961013645224171,"rand"
"533",3.42105263157895,3.40740740740741,1.80338164251208,5,2,46,100,0.0136452241715399,"rand"
"534",2.57894736842105,3.18518518518519,1.7512077294686,5,2,46,100,0.606237816764132,"rand"
"535",3,2.55555555555556,2.19710144927536,5,2,46,100,0.444444444444445,"rand"
"536",2.73684210526316,3.33333333333333,2.08115942028985,5,2,46,100,0.596491228070176,"rand"
"537",3.21052631578947,3,1.94782608695652,5,2,46,100,0.210526315789474,"rand"
"538",3.15789473684211,3.14814814814815,2.6207729468599,5,2,46,100,0.00974658869395695,"rand"
"539",3.84210526315789,2.88888888888889,2.02946859903382,5,2,46,100,0.953216374269006,"rand"
"540",3.21052631578947,3.37037037037037,1.81642512077295,5,2,46,100,0.159844054580896,"rand"
"541",3.15789473684211,3,1.84009661835749,5,2,46,100,0.157894736842105,"rand"
"542",3.21052631578947,2.88888888888889,1.66618357487923,5,2,46,100,0.321637426900585,"rand"
"543",2.78947368421053,2.48148148148148,1.88792270531401,5,2,46,100,0.307992202729045,"rand"
"544",2.63157894736842,2.74074074074074,2.08309178743961,5,2,46,100,0.10916179337232,"rand"
"545",3.26315789473684,3.07407407407407,2.26521739130435,5,2,46,100,0.189083820662768,"rand"
"546",3.36842105263158,2.66666666666667,1.90917874396135,5,2,46,100,0.701754385964912,"rand"
"547",2.84210526315789,2.96296296296296,2.25893719806763,5,2,46,100,0.120857699805068,"rand"
"548",3.10526315789474,3.18518518518519,2.2207729468599,5,2,46,100,0.0799220272904484,"rand"
"549",2.84210526315789,3.11111111111111,2.26666666666667,5,2,46,100,0.269005847953216,"rand"
"550",2.73684210526316,3,2.23236714975845,5,2,46,100,0.263157894736842,"rand"
"551",2.84210526315789,3.07407407407407,2.11062801932367,5,2,46,100,0.231968810916179,"rand"
"552",2.94736842105263,2.85185185185185,1.65458937198068,5,2,46,100,0.0955165692007798,"rand"
"553",3.52631578947368,2.85185185185185,1.89371980676328,5,2,46,100,0.674463937621832,"rand"
"554",2.78947368421053,2.40740740740741,2.02898550724638,5,2,46,100,0.382066276803119,"rand"
"555",3.52631578947368,3,1.77391304347826,5,2,46,100,0.526315789473684,"rand"
"556",2.68421052631579,3.37037037037037,1.99227053140097,5,2,46,100,0.686159844054581,"rand"
"557",2.52631578947368,3.18518518518519,2.1256038647343,5,2,46,100,0.658869395711501,"rand"
"558",3,2.81481481481481,2.01014492753623,5,2,46,100,0.185185185185185,"rand"
"559",3.21052631578947,3,2.34782608695652,5,2,46,100,0.210526315789474,"rand"
"560",2.63157894736842,3.14814814814815,2.41787439613527,5,2,46,100,0.516569200779727,"rand"
"561",2.94736842105263,3.11111111111111,1.77584541062802,5,2,46,100,0.16374269005848,"rand"
"562",3.31578947368421,3.40740740740741,1.79371980676329,5,2,46,100,0.0916179337231968,"rand"
"563",2.73684210526316,3.18518518518519,2.26666666666667,5,2,46,100,0.448343079922027,"rand"
"564",3.15789473684211,3.11111111111111,1.76038647342995,5,2,46,100,0.0467836257309941,"rand"
"565",3.05263157894737,2.51851851851852,2.41932367149758,5,2,46,100,0.53411306042885,"rand"
"566",3.52631578947368,3.07407407407407,2.19710144927536,5,2,46,100,0.45224171539961,"rand"
"567",2.94736842105263,3.33333333333333,2.1024154589372,5,2,46,100,0.385964912280702,"rand"
"568",3.15789473684211,2.88888888888889,2.22222222222222,5,2,46,100,0.269005847953216,"rand"
"569",2.73684210526316,2.74074074074074,1.84154589371981,5,2,46,100,0.00389863547758296,"rand"
"570",3.26315789473684,2.81481481481481,2,5,2,46,100,0.448343079922027,"rand"
