"age","race","gender","emply","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","Income","Democrat","Male","Moral conviction","Self-interest","Employed","Unemployed","Retired","Student","Homemaker","High school or lower","Some college","Associate degree","Bachelor","Master or higher"
29,"White","Female","Homemaker","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","High school or lower",2,4,4,5,5,3,1,6,4,3,1,1,"si.opp",2,6.6,3,"m.supp",5,9.1,5,2,0,0,3.83333333333333,2.66666666666667,0,0,0,0,1,1,0,0,0,0
38,"White","Female","Homemaker","$20 000 to $39 999","Independent","Neither","Neither","Closer to liberals","Some college",6,6,6,6,6,3,4,4,1,6,3,1,"si.opp",4,5.5,3,"si.supp",4,8.9,5,2,0,0,5.5,3.16666666666667,0,0,0,0,1,0,1,0,0,0
51,"Asian","Female","Employed full time","$150 000 or more","Democrat","Not very strong","Neither","Closer to conservatives","Master or higher",4,4,4,5,5,5,2,2,2,2,2,2,"si.opp",4,8.2,3,"control",4,8.2,5,7,1,0,4.5,2,1,0,0,0,0,0,0,0,0,1
47,"White","Male","Employed full time","$60 000 to $79 999","Democrat","Strong","Liberal","Very liberal","Associate degree",4,3,3,4,3,4,4,4,2,4,3,3,"m.supp",3,6.6,5,"m.supp",3,7.8,4,4,1,1,3.5,3.33333333333333,1,0,0,0,0,0,0,1,0,0
29,"White","Female","Homemaker","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","High school or lower",5,3,4,3,1,4,1,6,1,6,1,1,"m.opp",2,4.1,5,"m.supp",2,3.2,5,4,0,0,3.33333333333333,2.66666666666667,0,0,0,0,1,1,0,0,0,0
41,"White","Female","Homemaker","Less than $20 000","Democrat","Not very strong","Neither","Neither","Associate degree",5,5,5,5,6,5,3,3,4,5,2,4,"si.supp",4,7.4,3,"m.opp",4,6.4,5,1,1,0,5.16666666666667,3.5,0,0,0,0,1,0,0,1,0,0
53,"Black or African-American","Male","Retired","$20 000 to $39 999","Democrat","Strong","Neither","Closer to conservatives","High school or lower",6,6,6,6,6,6,1,1,1,6,1,4,"m.supp",5,10,7,"control",5,10,1,2,1,1,6,2.33333333333333,0,0,1,0,0,1,0,0,0,0
32,"White","Female","Employed full time","Less than $20 000","Republican","Strong","Conservative","Very conservative","High school or lower",2,1,1,2,2,1,1,2,2,1,4,4,"m.supp",3,4.3,2,"si.supp",3,4.5,7,1,0,0,1.5,2.33333333333333,1,0,0,0,0,1,0,0,0,0
55,"Hispanic or Latino","Male","Retired","$20 000 to $39 999","Democrat","Strong","Conservative","Somewhat conservative","Some college",1,1,1,5,6,4,3,6,4,5,5,4,"m.supp",5,9.1,3,"m.opp",4,6.1,5,2,1,1,3,4.5,0,0,1,0,0,0,1,0,0,0
20,"Asian","Female","Employed part time","Less than $20 000","Something else","Neither","Neither","Neither","High school or lower",5,4,6,4,6,6,5,6,3,6,6,4,"m.opp",3,5.1,3,"m.supp",4,6.6,5,1,0,0,5.16666666666667,5,1,0,0,0,0,1,0,0,0,0
39,"Black or African-American","Female","Homemaker","$20 000 to $39 999","Democrat","Not very strong","Neither","Neither","High school or lower",5,6,6,6,6,3,1,1,1,4,1,2,"si.supp",5,10,3,"si.supp",5,10,5,2,1,0,5.33333333333333,1.66666666666667,0,0,0,0,1,1,0,0,0,0
28,"Black or African-American","Female","Homemaker","Less than $20 000","Democrat","Not very strong","Neither","Closer to liberals","Master or higher",4,4,6,5,5,6,4,6,5,3,3,4,"control",4,8.6,3,"control",4,7.3,5,1,1,0,5,4.16666666666667,0,0,0,0,1,0,0,0,0,1
50,"White","Female","Employed full time","$80 000 to $99 999","Democrat","Not very strong","Liberal","Somewhat liberal","Master or higher",6,6,6,6,6,6,5,6,5,6,5,4,"m.opp",5,10,3,"control",5,10,5,5,1,0,6,5.16666666666667,1,0,0,0,0,0,0,0,0,1
19,"Asian","Female","Retired","$80 000 to $99 999","Republican","Strong","Conservative","Somewhat conservative","Associate degree",3,6,6,4,3,6,4,5,4,4,4,5,"m.supp",4,3,4,"m.supp",1,2.7,2,5,0,0,4.66666666666667,4.33333333333333,0,0,1,0,0,0,0,1,0,0
18,"Black or African-American","Female","Employed full time","Less than $20 000","Independent","Neither","Neither","Neither","Some college",3,3,3,5,3,3,5,3,3,3,5,3,"m.opp",3,4.6,1,"control",3,3.2,5,1,0,0,3.33333333333333,3.66666666666667,1,0,0,0,0,0,1,0,0,0
32,"White","Male","Employed full time","$150 000 or more","Democrat","Strong","Liberal","Very liberal","Bachelor",2,3,3,5,5,2,3,1,2,5,3,4,"control",5,10,3,"si.supp",4,8.4,5,7,1,1,3.33333333333333,3,1,0,0,0,0,0,0,0,1,0
76,"White","Male","Retired","$100 000 to $149 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",5,5,5,6,6,6,1,2,1,6,1,2,"m.opp",2,4.2,3,"si.opp",3,5.2,5,6,0,1,5.5,2.16666666666667,0,0,1,0,0,0,0,0,1,0
42,"White","Male","Employed full time","$40 000 to $59 999","Independent","Closer to the Democratic Party","Neither","Closer to conservatives","Associate degree",4,5,6,5,6,2,3,6,4,5,5,5,"control",3,4.9,3,"control",4,7.4,5,3,0,1,4.66666666666667,4.66666666666667,1,0,0,0,0,0,0,1,0,0
65,"White","Male","Retired","$80 000 to $99 999","Democrat","Strong","Liberal","Very liberal","Master or higher",5,5,6,6,5,6,4,5,3,4,4,3,"control",5,10,3,"m.supp",5,10,5,5,1,1,5.5,3.83333333333333,0,0,1,0,0,0,0,0,0,1
34,"Asian","Male","Employed full time","$80 000 to $99 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Master or higher",4,4,4,4,4,4,4,4,4,4,4,4,"control",4,7.2,3,"si.opp",3,2.5,5,5,0,1,4,4,1,0,0,0,0,0,0,0,0,1
33,"White","Male","Employed full time","$150 000 or more","Republican","Strong","Liberal","Very liberal","Bachelor",5,5,5,6,6,6,4,5,2,3,5,2,"m.opp",4,6.6,3,"m.supp",5,8.1,5,7,0,1,5.5,3.5,1,0,0,0,0,0,0,0,1,0
33,"White","Male","Employed full time","$40 000 to $59 999","Republican","Not very strong","Conservative","Somewhat conservative","Some college",6,4,4,3,1,6,3,6,2,1,4,3,"m.supp",4,7.8,3,"m.opp",4,8.6,5,3,0,1,4,3.16666666666667,1,0,0,0,0,0,1,0,0,0
65,"White","Female","Employed full time","$40 000 to $59 999","Democrat","Strong","Liberal","Very liberal","Associate degree",4,6,6,6,6,6,6,6,6,6,6,6,"si.opp",4,6.5,4,"m.supp",5,6.7,6,3,1,0,5.66666666666667,6,1,0,0,0,0,0,0,1,0,0
83,"White","Male","Retired","$80 000 to $99 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",4,4,5,2,4,1,5,6,4,6,4,4,"si.opp",2,4,3,"m.opp",4,6.6,5,5,0,1,3.33333333333333,4.83333333333333,0,0,1,0,0,0,0,0,1,0
45,"White","Male","Employed part time","$150 000 or more","Democrat","Strong","Liberal","Very liberal","Master or higher",4,4,3,1,1,1,6,4,4,1,4,3,"m.supp",4,7.6,3,"m.opp",4,8.8,5,7,1,1,2.33333333333333,3.66666666666667,1,0,0,0,0,0,0,0,0,1
57,"White","Male","Employed full time","$40 000 to $59 999","Democrat","Strong","Conservative","Very conservative","Bachelor",4,5,4,6,6,6,1,2,5,5,2,2,"m.opp",4,8.1,3,"si.supp",5,9.6,5,3,1,1,5.16666666666667,2.83333333333333,1,0,0,0,0,0,0,0,1,0
30,"White","Male","Employed full time","$20 000 to $39 999","Independent","Neither","Neither","Neither","High school or lower",3,3,3,5,6,3,4,5,3,3,3,3,"m.opp",3,5.4,3,"si.supp",2,4.5,5,2,0,1,3.83333333333333,3.5,1,0,0,0,0,1,0,0,0,0
45,"White","Male","Employed full time","$100 000 to $149 999","Republican","Strong","Conservative","Very conservative","Bachelor",1,1,6,1,6,1,1,5,2,6,1,1,"si.opp",1,1.3,3,"si.supp",5,10,5,6,0,1,2.66666666666667,2.66666666666667,1,0,0,0,0,0,0,0,1,0
66,"White","Male","Retired","$40 000 to $59 999","Republican","Not very strong","Neither","Closer to conservatives","Bachelor",3,2,4,4,5,5,2,5,5,6,5,5,"si.opp",2,3.8,3,"m.opp",2,2.9,5,3,0,1,3.83333333333333,4.66666666666667,0,0,1,0,0,0,0,0,1,0
46,"White","Male","Employed full time","$150 000 or more","Independent","Closer to the Democratic Party","Neither","Neither","Master or higher",5,5,5,3,4,4,4,4,4,4,4,4,"si.opp",4,8.2,4,"si.opp",4,9.9,1,7,0,1,4.33333333333333,4,1,0,0,0,0,0,0,0,0,1
63,"White","Female","Employed part time","$40 000 to $59 999","Independent","Neither","Neither","Neither","Associate degree",6,5,5,6,6,3,1,4,5,1,1,2,"control",5,6.4,3,"m.opp",2,2.8,5,3,0,0,5.16666666666667,2.33333333333333,1,0,0,0,0,0,0,1,0,0
66,"White","Male","Retired","$60 000 to $79 999","Democrat","Not very strong","Conservative","Somewhat conservative","High school or lower",6,6,6,6,6,6,2,5,2,6,4,4,"si.supp",3,5.4,1,"control",3,5.4,1,4,1,1,6,3.83333333333333,0,0,1,0,0,1,0,0,0,0
60,"White","Male","Employed part time","$80 000 to $99 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",5,5,6,5,5,6,5,5,4,5,5,4,"si.opp",1,1.9,3,"si.opp",4,7.8,5,5,0,1,5.33333333333333,4.66666666666667,1,0,0,0,0,0,0,0,1,0
65,"White","Male","Retired","$20 000 to $39 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Master or higher",6,5,5,5,5,3,1,5,1,4,2,4,"control",3,4.9,3,"si.opp",4,5.8,5,2,0,1,4.83333333333333,2.83333333333333,0,0,1,0,0,0,0,0,0,1
66,"White","Male","Retired","$150 000 or more","Republican","Strong","Conservative","Somewhat conservative","Some college",1,1,6,6,6,1,4,5,1,6,2,1,"control",1,1,3,"control",4,8.2,5,7,0,1,3.5,3.16666666666667,0,0,1,0,0,0,1,0,0,0
47,"White","Male","Employed full time","$100 000 to $149 999","Republican","Strong","Conservative","Very conservative","Some college",5,5,5,6,6,6,6,6,6,6,6,6,"si.supp",5,10,4,"m.supp",5,10,4,6,0,1,5.5,6,1,0,0,0,0,0,1,0,0,0
58,"White","Male","Employed part time","$60 000 to $79 999","Something else","Neither","Neither","Neither","Some college",6,6,6,3,6,1,1,1,3,6,6,3,"m.opp",5,8.2,3,"m.supp",4,6.4,5,4,0,1,4.66666666666667,3.33333333333333,1,0,0,0,0,0,1,0,0,0
62,"White","Male","Employed full time","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",3,3,3,4,6,6,4,4,4,4,4,3,"m.supp",4,6.8,3,"m.opp",4,7.3,5,6,1,1,4.16666666666667,3.83333333333333,1,0,0,0,0,0,0,0,1,0
64,"White","Male","Retired","$60 000 to $79 999","Democrat","Strong","Neither","Closer to liberals","High school or lower",5,5,5,6,5,6,1,5,1,4,4,3,"si.opp",4,7.4,3,"m.supp",4,7.3,5,4,1,1,5.33333333333333,3,0,0,1,0,0,1,0,0,0,0
46,"White","Male","Unemployed","$20 000 to $39 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Associate degree",5,5,5,6,6,3,5,5,3,3,3,4,"m.supp",4,5.4,1,"m.opp",3,5.6,4,2,0,1,5,3.83333333333333,0,1,0,0,0,0,0,1,0,0
58,"White","Male","Employed full time","$100 000 to $149 999","Independent","Neither","Liberal","Somewhat liberal","Bachelor",5,6,5,6,5,6,2,5,4,2,2,2,"control",4,8,3,"si.opp",5,9.1,5,6,0,1,5.5,2.83333333333333,1,0,0,0,0,0,0,0,1,0
55,"Asian","Male","Student","$60 000 to $79 999","Independent","Closer to the Democratic Party","Neither","Closer to conservatives","Some college",2,3,2,3,4,3,5,2,4,2,2,4,"m.opp",2,8,5,"control",1,10,5,4,0,1,2.83333333333333,3.16666666666667,0,0,0,1,0,0,1,0,0,0
65,"White","Male","Employed full time","$80 000 to $99 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Some college",2,4,4,3,6,3,3,4,4,4,2,1,"m.opp",2,5.5,3,"si.opp",2,3.7,5,5,0,1,3.66666666666667,3,1,0,0,0,0,0,1,0,0,0
50,"White","Male","Unemployed","$40 000 to $59 999","Independent","Neither","Neither","Neither","Some college",6,3,5,4,5,4,1,1,1,4,4,1,"si.opp",2,2.5,3,"m.supp",4,7,5,3,0,1,4.5,2,0,1,0,0,0,0,1,0,0,0
50,"White","Male","Employed part time","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","Master or higher",3,4,6,6,5,5,4,6,4,4,5,4,"m.supp",4,7.6,6,"si.opp",4,7.4,3,4,0,1,4.83333333333333,4.5,1,0,0,0,0,0,0,0,0,1
67,"White","Male","Retired","$80 000 to $99 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","High school or lower",4,4,5,6,5,6,3,4,3,6,2,2,"si.supp",1,1.9,3,"m.opp",4,7.3,5,5,0,1,5,3.33333333333333,0,0,1,0,0,1,0,0,0,0
46,"White","Male","Employed full time","$150 000 or more","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Master or higher",2,5,5,3,1,2,4,5,5,4,4,2,"si.supp",4,6.4,3,"si.opp",4,6.5,5,7,0,1,3,4,1,0,0,0,0,0,0,0,0,1
62,"White","Male","Employed full time","$80 000 to $99 999","Republican","Strong","Conservative","Somewhat conservative","High school or lower",1,1,5,6,6,6,4,4,4,4,4,4,"control",4,8,7,"si.opp",4,6.6,5,5,0,1,4.16666666666667,4,1,0,0,0,0,1,0,0,0,0
46,"White","Male","Employed full time","$40 000 to $59 999","Independent","Neither","Liberal","Somewhat liberal","High school or lower",1,1,5,6,6,6,1,6,6,6,5,1,"m.supp",5,9.5,3,"control",5,9.6,5,3,0,1,4.16666666666667,4.16666666666667,1,0,0,0,0,1,0,0,0,0
56,"White","Male","Employed full time","$80 000 to $99 999","Democrat","Not very strong","Neither","Closer to conservatives","Some college",6,6,6,6,6,3,2,1,1,4,4,1,"si.supp",5,9.1,3,"si.opp",4,6.7,5,5,1,1,5.5,2.16666666666667,1,0,0,0,0,0,1,0,0,0
51,"White","Male","Retired","$20 000 to $39 999","Democrat","Not very strong","Conservative","Somewhat conservative","Associate degree",4,4,5,4,6,2,3,3,2,6,2,2,"m.supp",2,4.1,3,"si.supp",4,6.4,5,2,1,1,4.16666666666667,3,0,0,1,0,0,0,0,1,0,0
50,"White","Male","Employed full time","$100 000 to $149 999","Republican","Strong","Conservative","Somewhat conservative","Bachelor",1,2,2,2,5,1,6,6,6,6,5,3,"si.supp",4,5.8,3,"m.opp",2,2.1,5,6,0,1,2.16666666666667,5.33333333333333,1,0,0,0,0,0,0,0,1,0
59,"Hispanic or Latino","Male","Employed full time","$20 000 to $39 999","Republican","Strong","Liberal","Very liberal","Some college",2,2,2,5,6,6,1,1,1,1,1,1,"control",5,9.1,3,"si.supp",5,9.1,5,2,0,1,3.83333333333333,1,1,0,0,0,0,0,1,0,0,0
58,"White","Male","Employed full time","$150 000 or more","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Master or higher",5,4,4,5,6,1,2,6,5,6,4,6,"m.opp",4,8.2,3,"m.supp",5,8.8,5,7,0,1,4.16666666666667,4.83333333333333,1,0,0,0,0,0,0,0,0,1
67,"White","Male","Retired","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","Some college",2,4,1,6,6,3,1,3,1,6,1,1,"control",5,10,1,"control",1,10,7,4,0,1,3.66666666666667,2.16666666666667,0,0,1,0,0,0,1,0,0,0
68,"White","Male","Employed part time","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",1,3,5,5,5,6,1,2,1,5,2,1,"control",5,10,3,"si.supp",5,9.9,5,3,1,1,4.16666666666667,2,1,0,0,0,0,0,0,0,1,0
47,"White","Male","Unemployed","$40 000 to $59 999","Independent","Neither","Neither","Neither","Master or higher",5,4,5,5,6,3,3,6,6,5,4,4,"si.supp",3,5.2,3,"m.supp",4,6.2,5,3,0,1,4.66666666666667,4.66666666666667,0,1,0,0,0,0,0,0,0,1
64,"Hispanic or Latino","Male","Unemployed","$40 000 to $59 999","Independent","Neither","Neither","Neither","High school or lower",3,3,5,5,6,3,2,6,5,6,1,3,"si.opp",3,1.9,3,"si.supp",3,1.9,5,3,0,1,4.16666666666667,3.83333333333333,0,1,0,0,0,1,0,0,0,0
81,"White","Male","Retired","$80 000 to $99 999","Democrat","Not very strong","Neither","Neither","High school or lower",1,4,4,5,6,3,3,4,5,5,3,3,"si.opp",4,5,3,"control",4,7.3,5,5,1,1,3.83333333333333,3.83333333333333,0,0,1,0,0,1,0,0,0,0
67,"White","Male","Employed part time","$150 000 or more","Democrat","Not very strong","Neither","Closer to liberals","Associate degree",6,5,5,6,6,6,2,5,1,4,3,5,"si.opp",4,9,3,"si.supp",5,9.8,5,7,1,1,5.66666666666667,3.33333333333333,1,0,0,0,0,0,0,1,0,0
65,"White","Male","Retired","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","Bachelor",4,3,4,4,4,3,4,5,4,5,3,3,"si.supp",4,9,3,"m.opp",4,8,5,6,1,1,3.66666666666667,4,0,0,1,0,0,0,0,0,1,0
52,"White","Male","Employed full time","$20 000 to $39 999","Republican","Not very strong","Neither","Neither","Some college",1,1,1,6,6,5,3,2,1,3,1,1,"control",3,4.5,3,"si.opp",2,3,5,2,0,1,3.33333333333333,1.83333333333333,1,0,0,0,0,0,1,0,0,0
54,"White","Male","Employed part time","$150 000 or more","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",5,5,4,5,5,6,2,5,1,4,1,4,"m.opp",4,1,3,"si.opp",4,7.1,5,7,1,1,5,2.83333333333333,1,0,0,0,0,0,0,0,1,0
56,"White","Male","Employed full time","$80 000 to $99 999","Democrat","Strong","Liberal","Somewhat liberal","Master or higher",4,5,5,6,5,6,2,2,1,1,1,1,"m.opp",4,8,3,"si.supp",5,9.7,5,5,1,1,5.16666666666667,1.33333333333333,1,0,0,0,0,0,0,0,0,1
67,"White","Male","Employed full time","$100 000 to $149 999","Republican","Strong","Conservative","Very conservative","Bachelor",4,4,4,6,6,5,1,2,2,2,3,2,"si.supp",1,1.5,3,"control",1,2.7,5,6,0,1,4.83333333333333,2,1,0,0,0,0,0,0,0,1,0
49,"White","Male","Employed full time","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","High school or lower",4,4,4,5,5,4,2,5,2,5,2,4,"si.supp",4,6,3,"m.opp",3,6.3,5,6,1,1,4.33333333333333,3.33333333333333,1,0,0,0,0,1,0,0,0,0
71,"White","Male","Retired","$100 000 to $149 999","Democrat","Strong","Neither","Closer to liberals","Bachelor",5,5,6,6,6,6,2,5,5,1,3,4,"si.supp",4,8.1,3,"m.opp",5,10,5,6,1,1,5.66666666666667,3.33333333333333,0,0,1,0,0,0,0,0,1,0
68,"White","Male","Retired","$40 000 to $59 999","Republican","Not very strong","Neither","Neither","High school or lower",4,4,4,5,6,6,1,6,1,4,1,4,"si.opp",2,3,3,"si.opp",2,3,5,3,0,1,4.83333333333333,2.83333333333333,0,0,1,0,0,1,0,0,0,0
70,"White","Male","Retired","$150 000 or more","Republican","Not very strong","Neither","Closer to conservatives","Some college",5,5,6,5,5,1,2,3,5,6,4,2,"si.supp",4,4.6,3,"control",4,5.4,5,7,0,1,4.5,3.66666666666667,0,0,1,0,0,0,1,0,0,0
26,"White","Female","Employed full time","$20 000 to $39 999","Something else","Neither","Liberal","Very liberal","Associate degree",5,3,4,5,4,3,1,4,5,4,1,5,"m.supp",3,6.4,2,"control",2,6.3,4,2,0,0,4,3.33333333333333,1,0,0,0,0,0,0,1,0,0
50,"White","Female","Employed full time","$20 000 to $39 999","Republican","Strong","Conservative","Somewhat conservative","Bachelor",5,5,5,5,6,1,2,6,4,6,3,4,"m.opp",2,1.5,3,"si.supp",4,3.7,5,2,0,0,4.5,4.16666666666667,1,0,0,0,0,0,0,0,1,0
61,"White","Female","Homemaker","$150 000 or more","Republican","Not very strong","Conservative","Somewhat conservative","Associate degree",4,3,6,4,6,6,1,2,1,1,2,4,"control",2,5.7,3,"si.supp",3,5.3,5,7,0,0,4.83333333333333,1.83333333333333,0,0,0,0,1,0,0,1,0,0
54,"White","Male","Employed full time","$80 000 to $99 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Bachelor",4,6,5,6,6,6,1,6,3,4,1,4,"m.opp",4,8.2,3,"m.supp",5,8.8,5,5,0,1,5.5,3.16666666666667,1,0,0,0,0,0,0,0,1,0
69,"White","Female","Unemployed","$60 000 to $79 999","Independent","Neither","Neither","Neither","Master or higher",5,5,5,5,5,5,3,5,4,3,2,2,"si.supp",4,8.2,3,"m.opp",4,8.3,5,4,0,0,5,3.16666666666667,0,1,0,0,0,0,0,0,0,1
35,"White","Male","Employed full time","$80 000 to $99 999","Something else","Neither","Liberal","Very liberal","Associate degree",6,5,5,5,6,4,3,4,1,3,2,3,"si.opp",4,6.4,3,"si.supp",5,10,5,5,0,1,5.16666666666667,2.66666666666667,1,0,0,0,0,0,0,1,0,0
55,"White","Female","Homemaker","Less than $20 000","Republican","Not very strong","Conservative","Somewhat conservative","High school or lower",6,6,6,6,6,4,2,4,2,2,2,1,"control",5,9.5,3,"si.opp",5,9.2,5,1,0,0,5.66666666666667,2.16666666666667,0,0,0,0,1,1,0,0,0,0
30,"White","Female","Employed full time","$40 000 to $59 999","Independent","Neither","Neither","Closer to liberals","Associate degree",1,1,2,3,5,1,5,5,4,6,4,4,"m.supp",2,4.3,3,"m.opp",3,5.6,5,3,0,0,2.16666666666667,4.66666666666667,1,0,0,0,0,0,0,1,0,0
21,"Asian","Female","Retired","$20 000 to $39 999","Democrat","Strong","Conservative","Very conservative","Bachelor",5,3,4,6,4,2,3,2,3,5,3,3,"control",2,5.7,4,"si.supp",3,5.8,6,2,1,0,4,3.16666666666667,0,0,1,0,0,0,0,0,1,0
35,"White","Male","Employed full time","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","Master or higher",4,4,4,4,4,4,4,4,4,5,5,4,"control",4,6,3,"control",2,5.8,4,6,1,1,4,4.33333333333333,1,0,0,0,0,0,0,0,0,1
74,"White","Female","Retired","$60 000 to $79 999","Democrat","Strong","Liberal","Very liberal","Associate degree",4,5,5,5,6,6,4,5,4,6,4,4,"control",5,9.2,3,"control",4,8.9,5,4,1,0,5.16666666666667,4.5,0,0,1,0,0,0,0,1,0,0
47,"White","Female","Employed full time","$80 000 to $99 999","Republican","Strong","Conservative","Somewhat conservative","Some college",4,3,5,4,6,1,2,5,1,4,2,2,"si.supp",3,6.4,3,"si.supp",1,1.9,5,5,0,0,3.83333333333333,2.66666666666667,1,0,0,0,0,0,1,0,0,0
24,"White","Female","Unemployed","$20 000 to $39 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",5,5,5,6,6,6,2,6,6,3,3,5,"si.opp",3,6.4,3,"m.supp",2,5.3,5,2,1,0,5.5,4.16666666666667,0,1,0,0,0,0,0,0,1,0
67,"White","Female","Retired","Less than $20 000","Democrat","Not very strong","Conservative","Somewhat conservative","Some college",2,2,5,5,6,5,1,2,1,2,2,1,"m.opp",4,6,3,"m.opp",4,8.4,5,1,1,0,4.16666666666667,1.5,0,0,1,0,0,0,1,0,0,0
61,"Asian","Female","Retired","$80 000 to $99 999","Democrat","Not very strong","Neither","Closer to liberals","Bachelor",4,4,4,6,4,5,1,5,1,1,3,2,"m.supp",4,7.5,3,"si.supp",1,8.2,5,5,1,0,4.5,2.16666666666667,0,0,1,0,0,0,0,0,1,0
38,"White","Male","Employed full time","$80 000 to $99 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Bachelor",4,4,5,3,6,4,4,6,5,6,5,6,"m.supp",1,1.9,3,"control",1,1.2,5,5,0,1,4.33333333333333,5.33333333333333,1,0,0,0,0,0,0,0,1,0
31,"White","Female","Student","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","Associate degree",6,6,6,6,6,6,6,6,6,6,6,6,"control",2,4.2,1,"m.supp",5,6.3,4,4,0,0,6,6,0,0,0,1,0,0,0,1,0,0
72,"White","Female","Retired","Less than $20 000","Democrat","Strong","Liberal","Somewhat liberal","Master or higher",5,5,5,5,6,6,1,1,1,5,1,1,"control",5,8.3,3,"si.opp",3,5.7,5,1,1,0,5.33333333333333,1.66666666666667,0,0,1,0,0,0,0,0,0,1
56,"Black or African-American","Female","Employed full time","$60 000 to $79 999","Democrat","Strong","Neither","Neither","Associate degree",1,1,1,6,6,6,1,1,1,4,1,1,"m.opp",3,7.9,3,"control",3,8.2,5,4,1,0,3.5,1.5,1,0,0,0,0,0,0,1,0,0
46,"White","Female","Employed full time","Less than $20 000","Democrat","Not very strong","Liberal","Somewhat liberal","High school or lower",4,3,4,4,6,5,3,4,3,2,2,4,"m.supp",4,5.4,3,"si.opp",4,6.8,5,1,1,0,4.33333333333333,3,1,0,0,0,0,1,0,0,0,0
