"","tb_check","tb_ryan_core","tb_ryan_fund","nk_check","nk_ryan_core","nk_ryan_fund","mw_check","mw_ryan_core","mw_ryan_fund","age","race","gender","educ","empl","inc","pid","ideol","interest","official","interest.text","official.text","inc.text","educ.text","pid_follow","ideol_follow","tb","nk","mw","tb_supp","nk_supp","mw_supp","media","part","tb_rand_order","nk_rand_order","mw_rand_order"
"96",0,"3","4",0,"3","4",0,"4","4","44","Asian","Male","6","Employed full time outside of the home","3","Independent","Neither","2",0,"Only now and then","No","$40,000 to $59,999","Master's degree","Closer to the Democratic Party","Closer to liberals","C","P_Opp","M_Supp",3,2,4,"1","1","check|core|fund","core|check|fund","check|fund|core"
"97",0,"3","3",0,"4","4",1,"4","4","43","White","Male","5","Unemployed","4","Republican","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Strong","Somewhat conservative","P_Opp","M_Opp","M_Opp",5,1,3,"2","1","fund|check|core","check|core|fund","check|core|fund"
"98",0,"3","3",0,"1","4",1,"3","4","46","White","Male","6","Employed part time outside of the home","1","Republican","Liberal","4",1,"Most of the time","Yes","Less than $20,000","Master's degree","Not very strong","Somewhat liberal","C","P_Opp","P_Opp",4,5,5,"2","1","fund|core|check","core|check|fund","fund|check|core"
"99",0,"3","3",0,"3","2",0,"3","2","40","Hispanic","Male","5","Employed full time outside of the home","5","Democrat","Neither","4",0,"Most of the time","No","$80,000 to $99,999","Bachelor's degree","Not very strong","Closer to liberals","M_Supp","M_Supp","M_Opp",2,2,4,"3","1","fund|core|check","core|fund|check","core|fund|check"
"100",0,"4","3",0,"3","3",0,"5","5","53","White","Female","6","Employed full time outside of the home","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Master's degree","Strong","Very liberal","P_Opp","P_Opp","C",1,1,5,"1","1","check|core|fund","core|check|fund","core|fund|check"
"101",0,"2","2",0,"2","1",1,"1","2","35","Hispanic","Male","3","Employed part time outside of the home","2","Independent","Conservative","3",0,"Some of the time","No","$20,000 to $39,999","Some college work","Closer to the Republican Party","Somewhat conservative","P_Opp","P_Opp","P_Supp",4,4,4,"2","1","check|fund|core","core|check|fund","fund|check|core"
"102",0,"4","2",1,"3","3",1,"4","5","36","Hispanic","Female","2","Unemployed","1","Democrat","Liberal","3",1,"Some of the time","Yes","Less than $20,000","High School / GED","Strong","Very liberal","M_Supp","C","M_Supp",1,4,5,"3","3","fund|check|core","fund|core|check","check|fund|core"
"103",0,"3","3",0,"4","4",1,"5","5","38","Other","Female","2","Employed part time outside of the home","1","Independent","Neither","2",1,"Only now and then","Yes","Less than $20,000","High School / GED","Neither","Neither","M_Supp","M_Opp","P_Supp",5,5,5,"3","1","core|fund|check","core|fund|check","fund|core|check"
"104",1,"3","3",0,"3","4",0,"4","4","25","White","Female","4","Employed part time outside of the home","2","Republican","Conservative","4",0,"Most of the time","No","$20,000 to $39,999","Associate degree","Not very strong","Somewhat conservative","P_Supp","M_Opp","C",5,2,4,"2","1","core|check|fund","core|check|fund","fund|check|core"
"105",0,"4","4",0,"3","3",1,"5","4","24","White","Female","5","Employed full time outside of the home","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Bachelor's degree","Strong","Very liberal","P_Opp","P_Supp","M_Opp",1,3,5,"2","2","fund|core|check","core|check|fund","core|fund|check"
"106",0,"5","5",0,"5","5",0,"3","3","27","American Indian or Alaska Native","Male","5","Employed full time outside of the home","4","Republican","Conservative","4",0,"Most of the time","No","$60,000 to $79,999","Bachelor's degree","Strong","Very conservative","M_Supp","P_Supp","P_Supp",5,5,3,"3","2","check|core|fund","check|fund|core","fund|check|core"
"107",1,"3","3",1,"1","1",0,"4","4","31","Black or African-American","Female","6","Employed part time outside of the home","3","Democrat","Conservative","3",0,"Some of the time","No","$40,000 to $59,999","Master's degree","Strong","Somewhat conservative","C","C","C",4,3,5,"1","1","core|check|fund","fund|check|core","core|fund|check"
"108",1,"2","2",0,"3","3",0,"3","3","22","White","Female","3","Employed part time outside of the home","1","Independent","Liberal","3",0,"Some of the time","No","Less than $20,000","Some college work","Neither","Somewhat liberal","M_Supp","M_Supp","M_Supp",4,4,5,"2","1","check|fund|core","check|fund|core","core|fund|check"
"109",1,"4","4",0,"5","5",0,"3","3","22","White","Female","4","Student","6","Independent","Liberal","3",0,"Some of the time","No","$100,000 to $149,999","Associate degree","Closer to the Democratic Party","Very liberal","M_Opp","P_Supp","P_Opp",2,1,4,"1","1","check|core|fund","check|core|fund","core|check|fund"
"110",0,"5","5",0,"4","4",1,"5","5","30","White","Female","2","Employed part time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","High School / GED","Not very strong","Somewhat liberal","C","M_Opp","P_Opp",2,3,5,"1","1","check|fund|core","check|fund|core","core|fund|check"
"111",1,"3","3",0,"3","3",1,"4","5","27","Black or African-American","Female","3","Employed full time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Some college work","Not very strong","Very liberal","P_Supp","P_Supp","M_Supp",4,3,5,"3","1","core|check|fund","fund|core|check","check|fund|core"
"112",0,"4","3",0,"4","4",0,"4","3","65","White","Male","2","Employed part time outside of the home","1","Democrat","Liberal","4",0,"Most of the time","No","Less than $20,000","High School / GED","Strong","Very liberal","P_Opp","C","P_Opp",4,4,5,"1","1","fund|check|core","fund|check|core","core|fund|check"
"113",1,"4","4",0,"4","4",0,"3","3","30","White","Male","2","Employed part time outside of the home","1","Democrat","Liberal","3",0,"Some of the time","No","Less than $20,000","High School / GED","Strong","Very liberal","C","P_Supp","C",2,1,5,"1","1","core|check|fund","check|core|fund","fund|core|check"
"114",1,"5","5",0,"5","5",0,"4","4","25","White","Female","5","Employed full time outside of the home","3","Democrat","Liberal","4",0,"Most of the time","No","$40,000 to $59,999","Bachelor's degree","Strong","Very liberal","M_Supp","M_Supp","M_Opp",1,1,5,"3","2","core|fund|check","core|check|fund","fund|check|core"
"115",1,"4","4",1,"4","4",0,"3","3","37","White","Female","5","Unemployed","4","Something else","Conservative","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree",NA,"Somewhat conservative","M_Supp","M_Opp","M_Opp",1,1,2,"1","2","core|fund|check","core|check|fund","check|fund|core"
"116",0,"5","5",0,"5","3",1,"5","5","35","Asian","Male","5","Employed full time outside of the home","5","Democrat","Liberal","4",0,"Most of the time","No","$80,000 to $99,999","Bachelor's degree","Strong","Very liberal","P_Supp","P_Opp","M_Supp",1,1,5,"1","1","fund|check|core","check|fund|core","check|fund|core"
"117",1,"3","3",1,"3","3",0,"1","1","66","White","Female","3","Employed full time outside of the home","3","Independent","Neither","3",0,"Some of the time","No","$40,000 to $59,999","Some college work","Neither","Neither","M_Opp","M_Opp","P_Opp",3,3,3,"1","1","check|fund|core","fund|core|check","core|check|fund"
"118",0,"4","5",0,"4","4",1,"5","5","40","White","Male","2","Employed full time outside of the home","3","Republican","Conservative","4",1,"Most of the time","Yes","$40,000 to $59,999","High School / GED","Not very strong","Somewhat conservative","P_Supp","C","C",4,5,5,"2","2","fund|check|core","check|core|fund","fund|check|core"
"119",1,"4","5",0,"2","2",0,"3","3","23","Arabic","Female","5","Employed full time outside of the home","6","Democrat","Liberal","4",0,"Most of the time","No","$100,000 to $149,999","Bachelor's degree","Not very strong","Somewhat liberal","P_Opp","C","P_Opp",1,2,5,"1","1","fund|check|core","fund|check|core","core|fund|check"
"120",0,"5","5",0,"4","4",1,"5","5","33","White","Male","7","Employed full time outside of the home","7","Democrat","Liberal","4",1,"Most of the time","Yes","More than $150,000","Professional degree (PhD, JD, MD)","Strong","Very liberal","P_Opp","P_Supp","M_Opp",1,2,5,"4","3","check|fund|core","fund|check|core","core|check|fund"
"121",1,"3","3",0,"1","1",0,"3","3","43","White","Female","4","Employed part time outside of the home","3","Independent","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Associate degree","Closer to the Democratic Party","Somewhat liberal","M_Opp","P_Opp","M_Opp",2,3,5,"1","1","check|core|fund","fund|core|check","core|check|fund"
"122",0,"5","5",0,"5","5",0,"4","4","33","White","Male","3","Unemployed","2","Independent","Neither","1",0,"Hardly at all","No","$20,000 to $39,999","Some college work","Neither","Neither","P_Supp","M_Supp","M_Opp",1,3,2,"4","4","fund|check|core","check|core|fund","check|fund|core"
"123",0,"4","4",0,"2","3",0,"2","2","32","White","Male","5","Unemployed","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Strong","Very liberal","C","C","P_Opp",2,1,3,"1","1","fund|check|core","fund|check|core","core|fund|check"
"124",1,"4","3",0,"2","2",1,"4","3","21","White","Male","5","Student","3","Independent","Neither","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Neither","Neither","M_Opp","P_Supp","P_Opp",3,4,4,"1","1","fund|check|core","core|fund|check","check|fund|core"
"125",0,"2","2",0,"4","4",0,"4","4","36","White","Male","3","Employed full time outside of the home","2","Republican","Conservative","3",0,"Some of the time","No","$20,000 to $39,999","Some college work","Not very strong","Somewhat conservative","C","P_Supp","M_Supp",4,5,5,"1","1","fund|core|check","core|fund|check","check|core|fund"
"126",0,"3","3",0,"3","4",0,"2","4","37","White","Female","5","Employed part time outside of the home","3","Democrat","Liberal","4",0,"Most of the time","No","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat liberal","C","P_Opp","M_Opp",4,5,4,"2","2","check|fund|core","fund|core|check","core|fund|check"
"127",1,"2","2",0,"4","3",1,"4","2","26","White","Female","3","Employed full time outside of the home","4","Republican","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Some college work","Strong","Somewhat conservative","C","P_Opp","M_Opp",4,2,4,"1","1","fund|check|core","fund|core|check","check|core|fund"
"128",1,"4","4",0,"4","3",0,"3","3","35","White","Female","6","Employed part time outside of the home","4","Democrat","Liberal","2",0,"Only now and then","No","$60,000 to $79,999","Master's degree","Not very strong","Somewhat liberal","P_Opp","M_Supp","P_Opp",3,4,4,"1","1","fund|core|check","core|check|fund","core|check|fund"
"129",1,"3","3",0,"2","2",0,"4","4","35","Black or African-American","Male","5","Employed part time outside of the home","2","Democrat","Liberal","3",1,"Some of the time","Yes","$20,000 to $39,999","Bachelor's degree","Strong","Somewhat liberal","M_Opp","C","P_Supp",2,3,5,"1","1","core|fund|check","fund|core|check","fund|check|core"
"130",1,"4","4",0,"3","3",0,"4","5","35","Asian","Male","5","Employed full time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Supp","P_Opp","M_Supp",2,3,4,"1","1","check|fund|core","check|fund|core","check|core|fund"
"131",0,"5","5",0,"5","5",1,"5","5","29","White","Female","5","Employed full time outside of the home","4","Democrat","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Strong","Very liberal","M_Supp","M_Supp","P_Opp",2,5,5,"1","1","fund|core|check","check|fund|core","check|fund|core"
"132",1,"4","4",0,"4","4",0,"4","4","33","White","Male","3","Employed full time outside of the home","1","Something else","Neither","3",0,"Some of the time","No","Less than $20,000","Some college work",NA,"Neither","M_Supp","M_Opp","P_Supp",1,3,5,"1","1","core|fund|check","check|core|fund","check|fund|core"
"133",0,"3","3",0,"2","3",0,"3","1","32","White","Male","2","Student","1","Independent","Neither","4",0,"Most of the time","No","Less than $20,000","High School / GED","Neither","Closer to conservatives","P_Opp","M_Supp","M_Opp",5,4,2,"2","1","core|fund|check","check|fund|core","core|check|fund"
"134",1,"2","3",0,"4","2",1,"2","2","30","Hispanic","Male","5","Student","2","Independent","Liberal","2",1,"Only now and then","Yes","$20,000 to $39,999","Bachelor's degree","Closer to the Democratic Party","Very liberal","M_Opp","C","P_Opp",4,4,2,"1","1","core|check|fund","check|fund|core","fund|core|check"
"135",1,"4","4",0,"2","3",1,"2","1","25","White","Male","5","Employed part time outside of the home","2","Democrat","Liberal","2",0,"Only now and then","No","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Supp","M_Supp","P_Opp",2,5,3,"1","1","fund|check|core","check|fund|core","fund|core|check"
"136",1,"4","4",1,"4","2",0,"2","2","32","Other","Female","4","Employed full time outside of the home","3","Independent","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Associate degree","Closer to the Democratic Party","Somewhat liberal","P_Opp","M_Supp","C",2,2,1,"1","1","check|fund|core","fund|check|core","fund|check|core"
"137",0,"5","5",0,"5","5",0,"5","5","25","White","Female","3","Unemployed","2","Democrat","Liberal","4",0,"Most of the time","No","$20,000 to $39,999","Some college work","Not very strong","Somewhat liberal","C","P_Supp","C",2,4,5,"2","1","fund|core|check","core|fund|check","core|check|fund"
"138",0,"3","2",0,"4","3",0,"4","4","24","White","Female","2","Employed part time outside of the home","3","Republican","Conservative","3",0,"Some of the time","No","$40,000 to $59,999","High School / GED","Not very strong","Very conservative","C","P_Opp","C",2,5,4,"2","2","fund|check|core","fund|check|core","core|check|fund"
"139",1,"4","4",1,"4","4",1,"4","4","45","White","Female","3","Employed full time outside of the home","2","Something else","Neither","4",0,"Most of the time","No","$20,000 to $39,999","Some college work",NA,"Closer to liberals","M_Supp","M_Opp","M_Opp",1,5,5,"1","1","check|fund|core","check|core|fund","core|check|fund"
"140",0,"4","3",0,"4","5",1,"4","3","31","White","Male","4","Employed full time outside of the home","3","Democrat","Conservative","3",1,"Some of the time","Yes","$40,000 to $59,999","Associate degree","Strong","Very conservative","C","M_Opp","C",4,4,3,"3","2","core|fund|check","core|check|fund","fund|core|check"
"141",0,"5","5",0,"4","5",1,"5","5","39","White","Female","5","Unemployed","6","Democrat","Liberal","4",1,"Most of the time","Yes","$100,000 to $149,999","Bachelor's degree","Strong","Very liberal","M_Supp","M_Supp","P_Supp",1,1,5,"3","4","check|core|fund","check|core|fund","fund|core|check"
"142",0,"4","4",0,"4","3",0,"3","2","42","White","Female","5","Employed full time outside of the home","4","Democrat","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Not very strong","Very liberal","P_Opp","M_Supp","P_Opp",2,2,3,"2","2","core|check|fund","fund|check|core","fund|check|core"
"143",1,"5","5",1,"5","5",1,"5","5","33","White","Male","5","Employed part time outside of the home","1","Democrat","Liberal","3",0,"Some of the time","No","Less than $20,000","Bachelor's degree","Strong","Very liberal","C","P_Supp","P_Supp",1,1,5,"2","1","fund|check|core","fund|core|check","check|fund|core"
"144",0,"2","2",0,"2","2",0,"2","2","29","White","Male","5","Employed full time outside of the home","3","Republican","Conservative","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat conservative","P_Opp","M_Supp","P_Supp",5,5,2,"1","1","check|fund|core","fund|check|core","fund|core|check"
