"age","race","gender","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","inc.num","dem","male","mor.all","si.all"
69,"White","Male","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Somewhat liberal","Some college",6,5,6,6,6,2,2,5,2,6,2,2,"m.supp",5,9.5,3,"si.supp",5,10,5,2,1,1,5.16666666666667,3.16666666666667
59,"White","Male","Retired","$80 000 to $99 999","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Some college",4,4,5,4,3,3,1,4,1,6,1,1,"si.supp",4,7.4,3,"si.supp",5,10,5,5,0,1,3.83333333333333,2.33333333333333
66,"White","Male","Retired","$40 000 to $59 999","Independent","Neither","Neither","Neither","Associate degree",5,5,5,6,6,1,4,6,4,6,4,4,"m.opp",4,7.1,3,"control",4,7.3,5,3,0,1,4.66666666666667,4.66666666666667
65,"White","Female","Retired","$40 000 to $59 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","High school graduate",6,6,6,6,6,6,1,5,5,5,1,6,"m.supp",3,5.5,7,"si.opp",2,6.8,1,3,0,0,6,3.83333333333333
47,"White","Male","Employed full time","$100 000 to $149 999","Republican","Strong","Conservative","Somewhat conservative","Bachelor",5,6,6,6,6,2,2,5,3,6,1,2,"m.opp",3,5.5,3,"control",4,8.4,5,6,0,1,5.16666666666667,3.16666666666667
70,"Asian","Male","Retired","$60 000 to $79 999","Democrat","Not very strong","Neither","Neither","Master",4,4,4,5,5,6,2,1,1,5,4,4,"m.opp",4,7.4,3,"si.supp",4,6.3,5,4,1,1,4.66666666666667,2.83333333333333
76,"White","Male","Retired","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","Some college",5,4,5,6,6,5,1,2,3,6,2,1,"si.supp",1,1.6,3,"m.opp",4,8.2,5,3,0,1,5.16666666666667,2.5
51,"White","Male","Employed full time","$150 000 or more","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",3,4,5,4,5,3,3,6,4,5,4,4,"m.opp",4,7.3,3,"si.opp",4,8.2,5,7,1,1,4,4.33333333333333
51,"White","Male","Employed part time","$150 000 or more","Republican","Not very strong","Conservative","Somewhat conservative","Master",4,4,5,5,6,3,6,6,4,5,4,5,"si.supp",4,7,3,"m.opp",3,5.5,5,7,0,1,4.5,5
74,"White","Male","Retired","$150 000 or more","Republican","Strong","Conservative","Somewhat conservative","Master",4,4,6,5,5,1,4,6,5,4,5,5,"m.supp",1,2.4,3,"si.opp",3,4.1,5,7,0,1,4.16666666666667,4.83333333333333
55,"American Indian or Alaska Native","Male","Employed full time","$40 000 to $59 999","Democrat","Strong","Conservative","Somewhat conservative","Some college",3,4,4,4,5,1,2,5,4,6,4,1,"m.opp",1,1,3,"m.opp",3,4.9,5,3,1,1,3.5,3.66666666666667
71,"White","Male","Retired","$40 000 to $59 999","Republican","Not very strong","Conservative","Somewhat conservative","Associate degree",5,5,6,6,6,6,1,6,1,6,1,4,"si.supp",4,8.2,3,"si.opp",4,7.6,5,3,0,1,5.66666666666667,3.16666666666667
54,"White","Male","Employed full time","$40 000 to $59 999","Republican","Not very strong","Conservative","Somewhat conservative","High school graduate",5,4,5,5,5,5,4,4,4,1,4,5,"m.opp",4,8.7,3,"m.supp",4,8.1,3,3,0,1,4.83333333333333,3.66666666666667
58,"White","Male","Employed full time","$80 000 to $99 999","Democrat","Not very strong","Neither","Closer to liberals","Master",4,4,5,4,4,2,3,1,2,4,4,1,"m.supp",5,9.1,3,"m.supp",4,7.9,5,5,1,1,3.83333333333333,2.5
50,"American Indian or Alaska Native","Female","Employed full time","$100 000 to $149 999","Republican","Strong","Conservative","Very conservative","Bachelor",3,3,3,3,3,3,3,3,3,3,3,4,"control",5,10,2,"si.supp",4,5.5,4,6,0,0,3,3.16666666666667
56,"Black or African-American","Male","Employed full time","$20 000 to $39 999","Democrat","Strong","Neither","Closer to liberals","Some college",4,3,5,5,4,2,2,4,3,6,3,3,"si.opp",2,4.6,3,"m.opp",3,5.4,5,2,1,1,3.83333333333333,3.5
61,"White","Male","Retired","$100 000 to $149 999","Democrat","Not very strong","Liberal","Very liberal","Bachelor",3,3,3,4,3,3,4,4,4,4,3,4,"m.supp",2,5.6,5,"m.opp",2,5.5,1,6,1,1,3.16666666666667,3.83333333333333
64,"White","Male","Retired","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","High school graduate",4,4,5,5,5,1,2,5,2,6,2,4,"m.supp",4,7,3,"control",4,7.3,5,2,0,1,4,3.5
67,"Asian","Male","Employed part time","$100 000 to $149 999","Independent","Closer to the Democratic Party","Neither","Neither","Bachelor",4,4,5,5,4,5,2,5,3,6,3,4,"m.opp",4,8,3,"control",2,3,5,6,0,1,4.5,3.83333333333333
72,"White","Male","Retired","$80 000 to $99 999","Republican","Strong","Conservative","Very conservative","Bachelor",4,4,3,4,4,6,3,3,3,3,3,3,"control",3,1.9,3,"si.supp",3,1.9,5,5,0,1,4.16666666666667,3
73,"White","Male","Retired","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Master",6,6,1,6,6,5,4,5,4,6,1,6,"si.opp",5,9.1,3,"m.supp",4,9.2,5,6,1,1,5,4.33333333333333
80,"White","Male","Retired","$40 000 to $59 999","Independent","Neither","Neither","Neither","Associate degree",6,6,6,5,6,6,1,6,1,4,1,3,"m.supp",5,10,3,"m.supp",4,10,5,3,0,1,5.83333333333333,2.66666666666667
57,"White","Male","Employed part time","$60 000 to $79 999","Independent","Closer to the Democratic Party","Neither","Neither","Some college",3,3,4,6,6,3,4,6,3,4,3,3,"m.opp",3,6.4,4,"m.opp",2,6.3,3,4,0,1,4.16666666666667,3.83333333333333
67,"White","Male","Employed full time","$150 000 or more","Republican","Strong","Conservative","Somewhat conservative","Bachelor",4,4,4,4,6,5,2,6,3,6,3,3,"si.supp",4,7.5,3,"si.opp",4,8.2,5,7,0,1,4.5,3.83333333333333
59,"Hispanic or Latino","Male","Employed part time","$60 000 to $79 999","Independent","Neither","Neither","Neither","Some college",4,4,4,4,5,3,3,4,3,5,2,3,"si.opp",3,4.6,3,"si.supp",2,2.8,5,4,0,1,4,3.33333333333333
56,"White","Female","Unemployed","$80 000 to $99 999","Something else","Neither","Neither","Neither","Some college",6,4,4,6,6,6,2,1,2,3,3,1,"m.supp",2,2.5,3,"si.opp",4,6.1,5,5,0,0,5.33333333333333,2
44,"White","Female","Homemaker","$40 000 to $59 999","Democrat","Not very strong","Neither","Closer to liberals","Associate degree",4,3,6,6,6,6,1,1,1,4,1,1,"m.opp",4,5.6,3,"m.opp",3,4.9,5,3,1,0,5.16666666666667,1.5
73,"White","Female","Retired","$20 000 to $39 999","Independent","Neither","Neither","Neither","Some college",4,4,5,4,5,5,3,2,2,4,3,2,"control",3,6.4,3,"si.opp",3,5.5,5,2,0,0,4.5,2.66666666666667
57,"White","Male","Retired","Less than $20 000","Democrat","Strong","Liberal","Very liberal","Associate degree",6,6,6,6,6,1,4,6,1,1,1,6,"si.supp",5,8.9,3,"si.opp",5,7.4,5,1,1,1,5.16666666666667,3.16666666666667
66,"White","Female","Retired","$80 000 to $99 999","Independent","Neither","Neither","Neither","Bachelor",6,6,6,6,6,5,1,4,1,1,1,1,"si.opp",2,7.3,3,"m.supp",5,8.4,5,5,0,0,5.83333333333333,1.5
45,"White","Male","Employed part time","$40 000 to $59 999","Independent","Neither","Liberal","Somewhat liberal","Bachelor",3,1,3,3,2,4,4,4,2,5,4,4,"si.supp",4,7.8,3,"m.supp",5,8.6,5,3,0,1,2.66666666666667,3.83333333333333
47,"Asian","Female","Employed part time","$80 000 to $99 999","Republican","Not very strong","Conservative","Somewhat conservative","Some college",6,6,5,6,6,1,2,5,4,5,1,5,"m.supp",4,9,3,"m.supp",4,9.1,5,5,0,0,5,3.66666666666667
85,"White","Male","Retired","$40 000 to $59 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Some college",5,5,5,5,6,5,4,4,2,4,4,5,"m.supp",1,1.1,3,"si.opp",2,1.1,5,3,0,1,5.16666666666667,3.83333333333333
65,"White","Female","Employed part time","$60 000 to $79 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",4,3,4,4,4,3,2,1,2,2,4,2,"si.opp",4,6.6,3,"m.opp",3,5.2,5,4,0,0,3.66666666666667,2.16666666666667
26,"Black or African-American","Male","Employed full time","$80 000 to $99 999","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",4,5,6,6,1,5,6,5,4,1,2,3,"m.supp",5,10,3,"m.supp",4,9,5,5,1,1,4.5,3.5
72,"White","Other","Retired","$20 000 to $39 999","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",6,6,6,5,2,2,6,6,6,6,6,6,"m.supp",5,7.6,3,"control",5,6.8,5,2,1,0,4.5,6
58,"Black or African-American","Female","Employed part time","$80 000 to $99 999","Democrat","Strong","Neither","Closer to liberals","Some college",5,5,5,6,5,6,2,3,3,6,4,1,"si.opp",3,5.6,3,"si.supp",5,9.1,5,5,1,0,5.33333333333333,3.16666666666667
35,"White","Female","Employed full time","$100 000 to $149 999","Democrat","Strong","Conservative","Very conservative","Doctorate",4,5,5,4,5,4,4,5,4,4,5,5,"m.supp",5,10,1,"control",4,10,4,6,1,0,4.5,4.5
58,"Black or African-American","Female","Employed part time","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",4,5,5,5,3,2,3,4,4,5,4,4,"control",3,5.6,3,"si.supp",4,8.4,5,3,1,0,4,4
25,"White","Female","Employed full time","$40 000 to $59 999","Democrat","Not very strong","Neither","Closer to liberals","High school graduate",5,3,6,6,4,4,6,5,5,4,6,6,"si.opp",3,9.1,3,"si.opp",2,6.6,4,3,1,0,4.66666666666667,5.33333333333333
35,"White","Male","Employed full time","$80 000 to $99 999","Independent","Neither","Liberal","Very liberal","Doctorate",5,4,4,4,4,3,6,4,5,4,4,4,"si.supp",4,8.2,3,"si.opp",4,8.3,5,5,0,1,4,4.5
69,"White","Male","Retired","Less than $20 000","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",5,5,5,5,5,5,2,5,5,5,3,2,"si.supp",4,8.2,3,"m.supp",4,8.2,5,1,1,1,5,3.66666666666667
68,"White","Female","Retired","Less than $20 000","Republican","Strong","Conservative","Somewhat conservative","Associate degree",1,1,1,5,6,2,2,6,1,6,4,2,"si.opp",2,3.5,3,"si.opp",4,6.7,5,1,0,0,2.66666666666667,3.5
69,"White","Female","Retired","$40 000 to $59 999","Something else","Neither","Neither","Neither","High school graduate",2,2,1,1,6,5,1,1,1,1,1,1,"control",3,9.1,3,"m.supp",3,6.4,5,3,0,0,2.83333333333333,1
66,"White","Male","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","10th grade",5,5,6,6,6,1,1,3,1,6,1,3,"si.opp",5,9,3,"m.supp",5,10,5,2,1,1,4.83333333333333,2.5
27,"White","Male","Employed part time","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Some college",6,6,6,6,6,6,6,6,6,6,6,6,"si.opp",5,8.9,1,"si.opp",5,8.2,6,3,0,1,6,6
31,"White","Female","Employed full time","$150 000 or more","Republican","Strong","Conservative","Very conservative","Bachelor",5,6,6,6,6,3,1,6,1,1,1,6,"si.opp",4,8.2,3,"m.supp",5,9.3,5,7,0,0,5.33333333333333,2.66666666666667
41,"White","Female","Unemployed","Less than $20 000","Something else","Neither","Neither","Neither","Bachelor",1,1,1,4,4,1,1,1,1,6,1,1,"si.opp",1,1,3,"si.opp",1,1,5,1,0,0,2,1.83333333333333
67,"White","Female","Retired","$40 000 to $59 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",5,5,5,5,6,2,1,6,1,5,1,4,"si.opp",4,6.3,3,"control",5,8.2,5,3,0,0,4.66666666666667,3
57,"White","Female","Employed part time","$150 000 or more","Democrat","Not very strong","Neither","Closer to liberals","Master",4,4,4,4,4,6,2,4,2,5,2,3,"si.opp",4,8.3,3,"si.supp",4,7.1,5,7,1,0,4.33333333333333,3
43,"White","Male","Employed full time","$150 000 or more","Democrat","Strong","Liberal","Very liberal","Bachelor",6,5,5,6,6,6,6,3,3,1,6,1,"m.opp",5,10,3,"m.opp",5,10,5,7,1,1,5.66666666666667,3.33333333333333
64,"Asian","Male","Retired","$60 000 to $79 999","Independent","Neither","Conservative","Somewhat conservative","Master",1,6,6,6,6,6,1,3,1,1,3,3,"si.opp",5,10,3,"si.supp",5,10,5,4,0,1,5.16666666666667,2
37,"White","Male","Homemaker","Less than $20 000","Something else","Neither","Neither","Neither","10th grade",2,2,3,5,6,2,3,1,1,4,1,3,"m.opp",3,4.7,1,"si.supp",5,9.5,5,1,0,1,3.33333333333333,2.16666666666667
68,"White","Female","Retired","$100 000 to $149 999","Independent","Neither","Liberal","Somewhat liberal","Associate degree",5,5,5,6,6,5,3,6,4,6,1,5,"m.opp",4,6.9,3,"m.opp",3,7,5,6,0,0,5.33333333333333,4.16666666666667
66,"White","Female","Retired","$60 000 to $79 999","Democrat","Strong","Neither","Closer to liberals","Master",5,4,5,5,5,3,4,4,4,6,3,2,"si.opp",5,9.1,3,"si.opp",4,7.3,5,4,1,0,4.5,3.83333333333333
70,"White","Female","Retired","$60 000 to $79 999","Republican","Strong","Conservative","Somewhat conservative","Master",5,5,5,5,6,5,4,5,3,5,3,3,"m.supp",3,4.5,3,"control",3,4.8,5,4,0,0,5.16666666666667,3.83333333333333
60,"White","Female","Homemaker","Less than $20 000","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Associate degree",4,1,5,6,6,5,3,6,2,6,3,4,"si.supp",2,4.8,3,"si.supp",4,8.9,5,1,0,0,4.5,4
48,"White","Female","Homemaker","$80 000 to $99 999","Republican","Strong","Conservative","Very conservative","High school graduate",1,1,1,1,1,3,1,2,1,4,1,1,"si.supp",3,5.2,3,"m.supp",3,3.1,5,5,0,0,1.33333333333333,1.66666666666667
57,"White","Female","Unemployed","Less than $20 000","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Associate degree",4,3,4,5,6,3,2,6,3,6,4,3,"control",5,8.9,3,"control",4,8.3,5,1,0,0,4.16666666666667,4
32,"White","Female","Employed part time","$80 000 to $99 999","Democrat","Strong","Conservative","Very conservative","Bachelor",2,4,4,6,6,6,4,6,6,1,4,6,"m.opp",5,10,3,"si.supp",5,10,5,5,1,0,4.66666666666667,4.5
63,"White","Female","Unemployed","Less than $20 000","Independent","Neither","Neither","Neither","High school graduate",1,6,6,6,6,6,1,1,1,4,1,4,"m.opp",4,8.2,3,"control",5,9.9,5,1,0,0,5.16666666666667,2
69,"White","Male","Retired","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Some college",5,5,6,6,6,6,4,6,4,6,3,4,"control",5,10,3,"si.supp",5,10,5,6,1,1,5.66666666666667,4.5
76,"White","Female","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Somewhat liberal","Associate degree",4,3,4,5,4,6,2,4,3,4,2,2,"si.opp",4,8.4,3,"m.supp",4,7.4,5,2,1,0,4.33333333333333,2.83333333333333
80,"White","Male","Retired","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","High school graduate",2,2,6,4,6,5,1,5,1,6,2,5,"si.opp",1,1.9,3,"control",4,4.6,5,3,0,1,4.16666666666667,3.33333333333333
59,"White","Male","Employed part time","$60 000 to $79 999","Democrat","Strong","Liberal","Very liberal","Bachelor",5,6,6,6,6,6,1,2,1,1,2,1,"si.supp",5,9.6,3,"control",5,9.5,5,4,1,1,5.83333333333333,1.33333333333333
50,"White","Male","Employed full time","$20 000 to $39 999","Independent","Closer to the Democratic Party","Liberal","Very liberal","High school graduate",5,6,5,6,6,5,5,4,6,1,3,3,"si.opp",5,8.5,3,"control",5,9.9,5,2,0,1,5.5,3.66666666666667
43,"White","Female","Employed full time","$80 000 to $99 999","Democrat","Not very strong","Conservative","Somewhat conservative","Bachelor",4,4,4,5,5,4,5,5,4,4,4,4,"si.opp",4,5.4,2,"si.opp",3,6.8,1,5,1,0,4.33333333333333,4.33333333333333
74,"White","Female","Retired","$20 000 to $39 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Some college",2,3,6,6,6,6,2,5,3,4,3,3,"m.opp",3,2.2,3,"control",4,7.4,5,2,0,0,4.83333333333333,3.33333333333333
42,"White","Female","Employed part time","$150 000 or more","Democrat","Not very strong","Conservative","Somewhat conservative","Master",4,4,5,5,5,3,1,5,5,6,4,3,"si.supp",4,8.3,3,"m.opp",4,5.1,5,7,1,0,4.33333333333333,4
52,"Black or African-American","Female","Employed full time","$40 000 to $59 999","Independent","Neither","Neither","Neither","Doctorate",5,6,6,5,6,6,1,1,1,1,1,1,"control",4,7.5,3,"si.supp",5,9.9,5,3,0,0,5.66666666666667,1
76,"White","Male","Retired","$150 000 or more","Republican","Strong","Conservative","Somewhat conservative","Master",2,4,2,3,5,4,2,5,2,6,2,3,"si.opp",1,1.2,3,"m.opp",2,3.6,5,7,0,1,3.33333333333333,3.33333333333333
38,"Black or African-American","Female","Employed part time","$100 000 to $149 999","Democrat","Not very strong","Liberal","Somewhat liberal","Master",4,2,3,6,4,4,4,5,6,2,2,1,"si.supp",4,8.8,3,"m.supp",4,9.1,5,6,1,0,3.83333333333333,3.33333333333333
43,"White","Female","Homemaker","$60 000 to $79 999","Independent","Neither","Neither","Neither","Bachelor",4,3,3,4,6,2,3,4,3,3,2,3,"m.supp",3,5.4,3,"m.supp",5,8.5,5,4,0,0,3.66666666666667,3
59,"American Indian or Alaska Native","Male","Employed part time","$150 000 or more","Democrat","Not very strong","Liberal","Somewhat liberal","Master",5,3,5,3,6,2,2,5,4,4,3,3,"m.opp",5,10,3,"si.supp",3,5,5,7,1,1,4,3.5
70,"White","Female","Retired","$80 000 to $99 999","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",6,6,6,6,3,6,1,6,6,6,1,3,"control",3,5.8,3,"control",3,5.5,5,5,1,0,5.5,3.83333333333333
71,"White","Male","Retired","$100 000 to $149 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",4,4,5,6,6,5,4,5,4,6,4,5,"si.opp",3,6.4,3,"m.opp",3,6.1,5,6,0,1,5,4.66666666666667
20,"Black or African-American","Female","Employed full time","$80 000 to $99 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Some college",4,1,6,5,3,4,1,2,5,6,3,1,"si.supp",3,6.2,6,"si.supp",3,5.5,6,5,0,0,3.83333333333333,3
26,"White","Female","Employed full time","$40 000 to $59 999","Something else","Neither","Neither","Neither","Some college",2,1,1,6,6,4,1,2,1,5,1,1,"si.supp",3,5,3,"si.opp",3,5.4,5,3,0,0,3.33333333333333,1.83333333333333
40,"Black or African-American","Female","Employed part time","$40 000 to $59 999","Democrat","Strong","Liberal","Very liberal","High school graduate",4,3,3,5,4,4,3,4,3,3,3,2,"si.opp",2,5.6,3,"m.supp",3,5.8,3,3,1,0,3.83333333333333,3
70,"Black or African-American","Female","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","Some college",4,4,5,4,5,6,2,2,1,6,4,5,"m.opp",3,7.6,3,"si.opp",4,6,5,2,1,0,4.66666666666667,3.33333333333333
68,"White","Male","Retired","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","High school graduate",1,2,4,2,6,2,3,3,2,6,2,3,"si.supp",1,1.3,3,"si.supp",3,4.5,5,4,0,1,2.83333333333333,3.16666666666667
54,"White","Female","Retired","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","Some college",3,4,4,6,6,6,1,4,4,6,1,4,"m.supp",3,5.2,3,"si.supp",3,5.8,5,4,0,0,4.83333333333333,3.33333333333333
70,"White","Female","Retired","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Associate degree",5,6,6,6,6,6,3,5,4,6,5,2,"control",5,10,3,"m.opp",5,10,5,3,1,0,5.83333333333333,4.16666666666667
77,"White","Male","Retired","$60 000 to $79 999","Democrat","Not very strong","Liberal","Somewhat liberal","Associate degree",5,5,6,5,5,5,2,6,3,5,1,5,"control",4,8.4,3,"m.opp",4,7.4,5,4,1,1,5.16666666666667,3.66666666666667
38,"White","Male","Employed full time","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","12th grade",1,1,1,4,6,3,1,1,1,6,1,1,"si.supp",4,5.5,3,"si.opp",4,5.8,5,3,0,1,2.66666666666667,1.83333333333333
75,"White","Female","Retired","Less than $20 000","Democrat","Not very strong","Conservative","Very conservative","High school graduate",3,4,4,5,5,6,4,5,3,5,4,3,"si.opp",1,1.9,3,"si.supp",3,3.7,5,1,1,0,4.5,4
62,"White","Male","Retired","$80 000 to $99 999","Independent","Closer to the Democratic Party","Conservative","Somewhat conservative","Associate degree",4,5,5,5,5,3,1,4,2,5,1,3,"si.opp",4,9.1,3,"si.supp",4,8.2,5,5,0,1,4.5,2.66666666666667
63,"White","Male","Retired","$20 000 to $39 999","Democrat","Strong","Conservative","Somewhat conservative","Bachelor",1,1,1,1,2,2,3,3,3,6,6,6,"control",3,5.5,3,"m.opp",3,5.4,5,2,1,1,1.33333333333333,4.5
67,"White","Female","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","Master",4,4,4,3,2,1,1,4,3,6,1,1,"m.opp",4,6.4,3,"m.opp",3,3.7,5,2,1,0,3,2.66666666666667
66,"White","Female","Employed full time","$60 000 to $79 999","Republican","Strong","Conservative","Somewhat conservative","High school graduate",3,4,4,5,6,6,1,6,1,6,1,6,"m.supp",2,4.9,3,"control",1,1.5,5,4,0,0,4.66666666666667,3.5
